time_s,raw_ecg,filtered_ecg,diff_envelope,threshold,is_r_peak
1189.37777777778,-0.165,-0.0942772434050598,0.0183741100627693,0.043128866759249,0
1189.38055555556,-0.155,-0.092725255169491,0.017410043332537,0.0431305860779584,0
1189.38333333333,-0.16,-0.0834792733156999,0.016643661601718,0.0431327566060357,0
1189.38611111111,-0.145,-0.067028057546923,0.0161194077911982,0.0431353850348347,0
1189.38888888889,-0.145,-0.0444964904897185,0.0158562054266168,0.0431385383610463,0
1189.39166666667,-0.12,-0.0175306650757044,0.0158480275911949,0.0431423428975991,0
1189.39444444444,-0.09,0.0118581623294628,0.0160664564286245,0.0431468924876828,0
1189.39722222222,-0.075,0.0414762888811114,0.016464907591744,0.0431521290073442,0
1189.4,-0.085,0.0691406198881832,0.0164684426711824,0.0431579321998079,0
1189.40277777778,-0.08,0.0928652811872603,0.0160575263929588,0.0431641222497923,0
1189.40555555556,-0.075,0.111025990871099,0.0154948675276531,0.0431704717855666,0
1189.40833333333,-0.06,0.122488690571069,0.0150041150561246,0.043176719383542,0
1189.41111111111,-0.045,0.126692330978859,0.0146351981910856,0.0431825882619969,0
1189.41388888889,-0.02,0.123679886792845,0.014423630655919,0.0431876877198488,0
1189.41666666667,-0.02,0.114076271709105,0.0143882352147981,0.0431919797520882,0
1189.41944444444,-0.03,0.0990164345243596,0.01453048571965,0.0431955458303456,0
1189.42222222222,-0.02,0.0800311484747494,0.0147284017851676,0.0431985376442002,0
1189.425,0.01,0.0589015021550817,0.0145293769244223,0.0432011790746773,0
1189.42777777778,0.015,0.037495574957214,0.0139966784390513,0.0432040058417816,0
1189.43055555556,0.015,0.0176020382744609,0.0134158611103286,0.0432076523348011,0
1189.43333333333,0.005,0.000775378545756743,0.0128346212966356,0.0432121394682888,0
1189.43611111111,0.01,-0.0117938842001009,0.0122978929788627,0.0432170170009792,0
1189.43888888889,0.035,-0.0193730724099373,0.0118438320013756,0.043221748872915,0
1189.44166666667,0.045,-0.0217377845259195,0.0115006367468417,0.043225741836928,0
1189.44444444444,0.045,-0.0191753228568069,0.0112844593997522,0.0432384767084097,0
1189.44722222222,0.08,-0.0124417726419951,0.0111985526759826,0.0432657371184731,0
1189.45,0.07,-0.00267748305516394,0.0112336785544656,0.0433096420064197,0
1189.45277777778,0.055,0.0087106873092676,0.0113696889722106,0.0433717149978729,0
1189.45555555556,0.06,0.0201891777933666,0.0113703292305861,0.0434528687735418,0
1189.45833333333,0.07,0.0302466114552335,0.0111231435082645,0.0435529538238632,0
1189.46111111111,0.1,0.0375381655908114,0.0108722305294973,0.043670590080233,0
1189.46388888889,0.1,0.041012426482991,0.0106504883647196,0.0438031174450618,0
1189.46666666667,0.085,0.0400094667899748,0.0104853503529065,0.043946572464341,0
1189.46944444444,0.08,0.0343216022657288,0.0103961253584601,0.0440966632216362,0
1189.47222222222,0.095,0.0242117314488097,0.0103922130460005,0.0442490209218504,0
1189.475,0.12,0.0103880252590569,0.010472340930852,0.0444033424200033,0
1189.47777777778,0.135,-0.00606233294546437,0.0106248700178338,0.0445636778860604,0
1189.48055555556,0.14,-0.0237740015710532,0.0108291140445923,0.0447334911292269,0
1189.48333333333,0.105,-0.0412295198045358,0.0110575231217143,0.0449154876060573,0
1189.48611111111,0.105,-0.0568989344990545,0.0111017829528899,0.0451115031525062,0
1189.48888888889,0.085,-0.0693802846750316,0.0109206897404521,0.0453224606602805,0
1189.49166666667,0.09,-0.0775282271974275,0.0108095924752533,0.0455483962786664,0
1189.49444444444,0.11,-0.0805592388763317,0.0107932893512744,0.0457885563760457,0
1189.49722222222,0.115,-0.0781240097399201,0.0108888513974712,0.0460411577712567,0
1189.5,0.11,-0.0703406489394221,0.0111039645764198,0.0463048232204119,0
1189.50277777778,0.105,-0.0577858856683647,0.0114361752170418,0.0465780688650407,0
1189.50555555556,0.11,-0.0414452416912764,0.0118730939012609,0.0468563065161692,0
1189.50833333333,0.125,-0.0226268393323554,0.0123243509569498,0.0471346872566064,0
1189.51111111111,0.145,-0.00284675971093092,0.0125079303139977,0.0474101396109272,0
1189.51388888889,0.145,0.016303608678468,0.0124095052199749,0.0476764353337299,0
1189.51666666667,0.15,0.0332962149467979,0.0120439538044477,0.0479269602982203,0
1189.51944444444,0.155,0.0467984799326293,0.0114996817691223,0.0481601198028014,0
1189.52222222222,0.175,0.0557870552851501,0.0110273465472661,0.0483744534935018,0
1189.525,0.175,0.059633052058355,0.0106489827391309,0.0485688607725016,0
1189.52777777778,0.185,0.0581512050042391,0.0103787106898754,0.0487428301626278,0
1189.53055555556,0.195,0.0516087361081724,0.0102220101091882,0.0488966458629427,0
1189.53333333333,0.165,0.0406933563391315,0.0101758688763312,0.0490316301403579,0
1189.53611111111,0.135,0.0264435665153228,0.0102297731940712,0.0491510664696965,0
1189.53888888889,0.135,0.0101478506639463,0.0101994743714335,0.0492560953664616,0
1189.54166666667,0.145,-0.00677781204966817,0.00999792556396843,0.0493432542068802,0
1189.54444444444,0.14,-0.0229227147842021,0.00975332293246382,0.0494100903070269,0
1189.54722222222,0.13,-0.0370121290921959,0.0094849632032312,0.0494568076686267,0
1189.55,0.1,-0.04802379497083,0.00920829608360696,0.0494853436673025,0
1189.55277777778,0.09,-0.0552793380610879,0.00893313466178031,0.0494992456574403,0
1189.55555555556,0.09,-0.0585020532005544,0.00866257223607479,0.0494998599575299,0
1189.55833333333,0.085,-0.0578355840204711,0.00839273392145897,0.0494836826710453,0
1189.56111111111,0.095,-0.053821636828713,0.00811340662816264,0.049447670685718,0
1189.56388888889,0.075,-0.0473386690311499,0.00780950047127454,0.049390226974261,0
1189.56666666667,0.05,-0.0395071437650406,0.00789055271727261,0.0493111335351391,0
1189.56944444444,0.03,-0.0315701104289923,0.00829711570973705,0.049211034143894,0
1189.57222222222,0.025,-0.0247602636594486,0.00877904148746914,0.0490912210361773,0
1189.575,0.035,-0.0201660267660867,0.0093458520864643,0.048953400947844,0
1189.57777777778,0.04,-0.0186094634861679,0.00999910049474748,0.0487995199957848,0
1189.58055555556,0.03,-0.0205479088701793,0.0107306335970638,0.0486335108321231,0
1189.58333333333,0,-0.026009195827603,0.0115217384484024,0.0484593513124977,0
1189.58611111111,-0.01,-0.0345674076569454,0.0123433166867557,0.0482817888701558,0
1189.58888888889,-0.01,-0.0453624635467635,0.0131571374695419,0.0481059618425122,0
1189.59166666667,-0.005,-0.057162861935215,0.0139181166056227,0.0479369948304776,0
1189.59444444444,-0.005,-0.0684669199791538,0.0145774679888902,0.0477795996616934,0
1189.59722222222,-0.01,-0.0776342151236251,0.0150864825849676,0.047636247332034,0
1189.6,-0.01,-0.0830359886038628,0.0153546555104247,0.0475041456759422,0
1189.60277777778,-0.005,-0.0832112854066288,0.0152717300645827,0.0473833348942983,0
1189.60555555556,0.01,-0.07701477349948,0.0154445202854991,0.0472770909108804,0
1189.60833333333,0.04,-0.0637425996638952,0.0158828588156706,0.0471842131131442,0
1189.61111111111,0.07,-0.043224283213598,0.0165801339604991,0.047101536720582,0
