time_s,raw_ecg,filtered_ecg,diff_envelope,threshold,is_r_peak
780.916666666667,-0.19,-0.0568009806420437,0.00384065689830021,0.0322781422630964,0
780.919444444444,-0.195,-0.0507510305100767,0.00391312981392518,0.0322850596668778,0
780.922222222222,-0.21,-0.0437643780712691,0.00398208144678473,0.0322921692083379,0
780.925,-0.205,-0.036323064135045,0.00404848264622937,0.0322994051149425,0
780.927777777778,-0.18,-0.0289164663612224,0.00411386729924517,0.0323066773183281,0
780.930555555556,-0.19,-0.0219934942285964,0.00417994582852702,0.0323139093333295,0
780.933333333333,-0.195,-0.015919381027317,0.00424822081230808,0.0323210431723019,0
780.936111111111,-0.215,-0.0109413593942177,0.00431965335970097,0.0323281487500137,0
780.938888888889,-0.22,-0.00716661542257976,0.00439442190488673,0.032335234727859,0
780.941666666667,-0.205,-0.00455469192885016,0.004471803465119,0.0323423154908887,0
780.944444444444,-0.19,-0.00292507410187401,0.00455019243502001,0.0323494096466983,0
780.947222222222,-0.18,-0.00197918123640379,0.00462725531469992,0.032356538013949,0
780.95,-0.185,-0.0013345543466279,0.00470020322846372,0.0323637213779198,0
780.952777777778,-0.185,-0.000567811671033163,0.00469016212749964,0.032370978285718,0
780.955555555556,-0.2,0.000737937985766813,0.0046338029693371,0.032378222923027,0
780.958333333333,-0.185,0.00294599340111973,0.00458892479782094,0.032385437984699,0
780.961111111111,-0.18,0.00632403031435858,0.00455639822661235,0.0323926148003519,0
780.963888888889,-0.16,0.0110114228241877,0.00453584305613661,0.0323997324072838,0
780.966666666667,-0.175,0.0169992944464405,0.00452553942715781,0.0324068036750494,0
780.969444444444,-0.185,0.024125435773457,0.00452249762416853,0.0324138465265474,0
780.972222222222,-0.19,0.0320847672141772,0.00452268896728167,0.0324208826743804,0
780.975,-0.18,0.0404544905529588,0.004521421836436,0.0324279351029976,0
780.977777777778,-0.17,0.0487316115937974,0.00451382954647206,0.0324350260400739,0
780.980555555556,-0.165,0.0563792711327036,0.00449542244366709,0.0324421751211042,0
780.983333333333,-0.165,0.0628774158540588,0.00446264686443618,0.0324493982597256,0
780.986111111111,-0.195,0.067772865176389,0.00441338968223902,0.0324567063413289,0
780.988888888889,-0.21,0.0707238341183905,0.00441417568564983,0.0324641041912996,0
780.991666666667,-0.19,0.0715344592854068,0.00445072238077709,0.0324716424639289,0
780.994444444444,-0.165,0.0701758016923991,0.00448996151061018,0.0324794007615685,0
780.997222222222,-0.17,0.0667910800760501,0.00449736636876855,0.032487345101541,0
781,-0.17,0.0616844005091321,0.00444059377628533,0.0324954594237702,0
781.002777777778,-0.19,0.0552938480141211,0.00435526118519415,0.0325036707701105,0
781.005555555556,-0.2,0.0481513393182821,0.00428855488155099,0.0325119095537845,0
781.008333333333,-0.2,0.0408329538311486,0.00424837211222709,0.0325201154711882,0
781.011111111111,-0.2,0.0339044327482415,0.00424127710293484,0.0325282423595225,0
781.013888888889,-0.185,0.0278670663414865,0.00427180266763295,0.032536261966602,0
781.016666666667,-0.19,0.0231092211173415,0.00434190488929867,0.032544160200432,0
781.019444444444,-0.195,0.0198682831270477,0.0044506320486463,0.0325519205095736,0
781.022222222222,-0.2,0.0182068514310145,0.00459405056439941,0.0325595313568518,0
781.025,-0.185,0.0180056918877559,0.00476544727987773,0.0325669876591584,0
781.027777777778,-0.18,0.0189743788521396,0.00495580113255573,0.0325742912782055,0
781.030555555556,-0.17,0.0206788599006058,0.00515449058016087,0.0325814523216647,0
781.033333333333,-0.175,0.0225835373413603,0.00535017875346889,0.0325884889567798,0
781.036111111111,-0.2,0.024104027884753,0.00543809812782215,0.032595405038384,0
781.038888888889,-0.2,0.0246656781180925,0.00536241829266085,0.0326021729511921,0
781.041666666667,-0.2,0.0237622863464978,0.00523616809270538,0.0326087953042938,0
